EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG13537	ybdR	P77316	g1786825	Function unknown
EG13538	citT	P0AE74	g1786829	Citrate/succinate antiporter
EG13539	citG	P77231	g1786830	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EG13540	citX	P0A6G5	g1786831	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
EG13541	citF	P75726	g1786832	Citrate lyase alpha chain
EG13542	citE	P0A9I1	g87081764	Citrate lyase beta chain
EG13543	citD	P69330	g1786834	Citrate lyase acyl carrier protein
EG13544	dpiA	P0AEF4	g1786838	Two-component system sensor protein; cognate thistidine protein kinase is DpiB; regulates citCDEFXGT operon; represses appY; destabilizes plasmid inheritance
EG13545	dcuC	P0ABP3	g1786839	C4-dicarboxylate carrier, anaerobic; W3110 has an IS5 insertion
EG13546	nemA	P77258	g1787939	N-Ethylmaleimide reductase
EG13547	ivy	P0AD59	g1786413	Inhibitor of C-lysozyme
EG13548	ykfB	P77162	g1786444	Function unknown, CP4-6 putative prophage remnant
EG13549	yagJ'	P77169	g1786472	Pseudogene, helicase superfamily II related; CP4-6 putative prophage remnant
EG13550	yagK	P77657	g1786473	Function unknown, CP4-6 putative prophage remnant
EG13551	yagL	P77607	g1786474	Function unknown, CP4-6 putative prophage remnant
EG13552	yagM	P71296	g2367101	Function unknown, CP4-6 putative prophage remnant
EG13553	yagN	P71297	g2367102	Function unknown, CP4-6 putative prophage remnant
EG13554	intF	P71298	g2367104	Putative integrase gene, CP4-6 putative prophage remnant
EG13555	yagP'	P75684	g1786476	Pseudogene, LysR family, fragment
EG13556	paoD	P77183	g1786477	Moco insertion factor for PaoABC aldehyde oxidoreductase
EG13557	paoC	P77489	g1786478	PaoABC aldehyde oxidoreductase, Moco-containing subunit; periplasmic
EG13558	paoB	P77324	g1786479	PaoABC aldehyde oxidoreductase, FAD-containing subunit; periplasmic
EG13559	paoA	P77165	g1786480	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit; periplasmic
EG13560	yagU	P0AAA1	g1786481	Required for acid resistance, inner membrane protein, DUF1440 family
EG13561	yagV	P77263	g87081712	Function unknown
EG13562	yagW	P77694	g1786483	Function unknown
EG13563	yagX	P77802	g1786484	Possible outer membrane protein, function unknown
EG13564	matC	P77188	g1786485	Cryptic gene, required for Mat fimbria in O18K1H7 strains
EG13565	matB	P0AAA3	g1786486	Cryptic Mat fimbrillin gene, expressed in O18acK1H7 strains
EG13566	wza	P0A930	g1788376	Outer membrane auxillary lipoprotein (OMA) Wza; needed for capsular polysaccharide translocation through outer membrane
EG13567	wzb	P0AAB2	g1788375	Phosphotyrosine-protein phosphatase Wzb; activates colanic acid synthesis for capsule production by dephosphorylating Wzc-P; mutants do not make capsules; induced by AI-2 pheromone
EG13568	wzc	P76387	g87082032	Autophosphorylating protein tyrosine kinase Wzc, a regulator of capsule production; mutants do not make capsules; cognate with Wzb phosphatase; phosphorylates Ugd
EG13569	wcaA	P77414	g1788372	Putative colanic acid biosynthesis glycosyl transferase
EG13570	wcaB	P0ACC9	g1788371	Predicted colanic acid biosynthesis acetyltransferase
EG13571	wcaC	P71237	g1788370	Putative colanic acid biosynthesis glycosyl transferase
EG13572	wcaD	P71238	g1788369	Putative colanic acid polymerase
EG13573	wcaE	P71239	g1788368	Predicted colanic acid biosynthesis glycosyl transferase; required for swarming phenotype
EG13574	wcaF	P0ACD2	g1788367	Predicted colanic acid biosynthesis acetyltransferase
EG13575	wcaJ	P71241	g1788360	Putative colanic biosynthesis UDP-glucose lipid carrier transferase
EG13576	wzxC	P77377	g1788359	Predicted colanic acid translocase
EG13577	wcaK	P71242	g1788358	Colanic acid biosynthesis protein
EG13578	galF	P0AAB6	g1788355	Putative regulatory subunit for GalU
EG13579	ykgB	P75685	g87081715	Inner membrane protein, DUF417 family, function unknown
EG13580	ykgC	P77212	g87081717	Predicted pyridine nucleotide-disulfide oxidoreductase
EG13581	ykgD	P77379	g1786496	AraC family transcriptional activator, function unknown
EG13582	ykgE	P77252	g1786497	Function unknown
EG13583	ykgF	P77536	g1786498	Predicted electron transport protein with ferridoxin-like domain, function unknown
EG13584	ykgG	P77433	g87081718	Function unknown
EG13585	ykgH	P77180	g1786502	Function unknown
EG13586	yahB	P77700	g1786508	LysR family of transcriptional regulators, function unknown
EG13587	yahC	P77219	g1786509	Predicted inner membrane protein, function unknown
EG13588	yahD	P77736	g1786511	Ankyrin repeat protein, function unknown
EG13589	yahE	P77297	g1786512	Function unknown
EG13590	yahF	P77187	g1786513	Function unknown
EG13591	yahG	P77221	g1786514	Function unknown
EG13593	yahI	P77624	g1786516	Carbonate kinase homolog, function unknown
EG13594	yahJ	P77554	g1786517	Function unknown, related to cytosine deaminase
EG13595	yahK	P75691	g1786518	Predicted oxidoreductase, function unknown
EG13596	yahL	P77393	g1786519	Function unknown
EG13597	yahM	P75692	g87081720	Function unknown
EG13598	yahN	P75693	g1786522	Inner membrane protein, LysE transporter family; overproduction confers sensitivity to L-homoserine and L-homoserine lactone
EG13599	yahO	P75694	g1786523	Predicted periplasmic protein, YhcN family, function unknown
EG13600	prpR	P77743	g1786524	Transcriptional regulator of prp operon; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13601	prpB	P77541	g1786525	2-Methylisocitrate lyase; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13603	prpD	P77243	g1786528	2-Methylcitrate dehydratase, 2-methylisocitrate hydratase; propionate catabolism via 2-methlycitrate cycle; active on citrate and isocitrate; responsible for residual apparent aconitase activity in acnAB double mutant; monomeric iron-sulfur protein
EG13604	prpE	P77495	g1786529	Propionate--CoA ligase; propionate catabolism via 2-methlycitrate cycle, characterized primarily in Salmonella
EG13605	yaiT'	P77199	g1786569	Pseudogene reconstruction, autotransporter family; interrupted by IS3B
EG13607	yaiV	P0AAP5	g1786573	Predicted transcriptional regulator, function unknown
EG13608	yaiW	P77562	g1786576	Required for swarming phenotype, probable lipoprotein; Cys conserved
EG13609	proY	P0AAE2	g1786602	Proline-specific permease
EG13611	yajO	P77735	Null	2-carboxybenzaldehyde reductase, function unknown
EG13612	dxs	P77488	g1786622	DXP synthase; DXP is precursor to isoprenoids, thiamin, pyridoxol
EG13613	yajQ	P0A8E7	g87081737	Cell survival gene, function unknown, UPF0234  family; binds tRNA, ATP and GTP; activator of phage Phi6 L segment transcription; Phi6 host factor; low abundance protein
EG13614	yajR	P77726	g87081738	Putative transporter, function unknown; no overexpression resistances found
EG13615	allA	P77731	g1786714	Ureidoglycolate hydrolase: allantoin for anaerobic nitrogen
EG13616	allR	P0ACN4	g1786715	Repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced
EG13618	ybbW	P75712	g87081749	Probable allantoin permease, glyoxylate-inducible or allantoin-inducible (anaerobic)
EG13619	allB	P77671	g1786722	Allantoinase: allantoin for anaerobic nitrogen; tetrameric
EG13620	ybbY	P77328	g87081750	Predicted xanthine/uracil permease, function unknown; glyoxylate-inducible
EG13621	glxK	P77364	g1786724	Glycerate kinase, glyoxylate-inducible; GK2
EG13622	ylbA	P75713	g1786725	Function unknown, allantoin- and glyoxylate-inducible anaerobically
EG13623	allC	P77425	g1786726	Allantoate amidohydrolase: allantoin for anaerobic nitrogen
EG13624	allD	P77555	g1786727	Ureidoglycolate dehydrogenase: allantoin for anaerobic nitrogen
EG13625	mhpF	P77580	g1786547	Acetaldehyde dehydrogenase, acylating; utilizes MHP
EG13626	ylbF	P0AAS5	g1786731	Function unknown
EG13627	ybcK	P77698	g1786756	Function unknown, DLP12 prophage
EG13628	ybcL	P77368	g1786757	Secreted protein, UPF0098  family, function unknown, DLP12 prophage
EG13629	ybcM	P77634	g1786758	Hyperlethality gene, predicted transcriptional activator; DLP12 prophage; AraC family
EG13630	ybcN	Q47269	g1786759	Function unknown, DLP12 prophage, binds G:T-mismatch
EG13631	ybcO	P68661	g1786761	Function unknown, DLP12 prophage
EG13633	quuD	Q47274	g1786763	Phage 82 Q antitermination protein homolog, DLP12 prophage; capable of substituting for lambda Q protein
EG13634	essD	P0A9R2	g1786767	Phage lambda S lysis protein homolog, DLP12 prophage
EG13635	arrD	P78285	g1786768	Phage lambda lysozyme R protein homolog, DLP12 prophage; function unknown
EG13636	rzpD	P75719	g1786769	Rz homolog, DLP12 prophage
EG13637	borD	P77330	g1786770	Lipoprotein in DLP12 prophage; possibly involved in bacterial virulence
EG13638	ybcV	P77598	g87081758	Function unknown, DLP12 prophage
EG13639	ybcW	P64435	g1786772	Function unknown, DLP12 prophage
EG13640	tfaD'	P77699	g87081759	Pseudogene, tail fiber assembly gene, DLP12 prophage; C-terminal fragment
EG13641	ybcY'	P77460	g48994878	Pseudogene reconstruction, methyltransferase family, DLP12
EG13642	cusS	P77485	g1786783	Copper ion sensor regulating cusCFBA expression; may also sense silver
EG13643	ybdJ	P77506	g1786794	Function unknown
EG13644	ybdK	P77213	g1786795	Weak gamma-glutamyl:cysteine ligase activity
EG13645	citC	P77390	g87081765	[Citrate [pro-3S]-lyase] ligase
EG13646	dpiB	P77510	g1786837	Two-component system histidine protein kinase; DpiA is cognate sensor; regulates citCDEFXGT operon; represses appY; periplasmic domain functions as a high-affinity citrate receptor; destabilizes plasmid inheritance
EG13647	ybeQ	P77234	g87081769	Function unknown
EG13648	ybeR	P77627	g1786865	Function unknown
EG13649	djlB	P77381	g1786866	DnaJ homolog near hscC; not cognate to HscC
EG13650	ybeT	P77296	g1786867	Function unknown, Sel1 family
EG13651	ybeU	P77427	g1786868	Function unknown, DUF1266 family
EG13652	djlC	P77359	g1786869	Hsc56, DnaJ-like co-chaperone of HscC; stimulates the ATPase activity of HscC(Hsc62), which binds to and inhibits RpoD
EG13653	hscC	P77319	g1786870	Hsc62, DnaK-like chaperone; binds to RpoD and inhibits transcription; inhibits growth when overexpressed; Hsc56(DjlC) is DnaJ-like co-chaperone; ATPase activity is stimulated by GrpE, DjlC; mutant grows slow and is hypersensitive to Cd(II) and UV
EG13654	ybeX	P0AE78	g1786879	Salmonella ortholog involved in Co2+ and Mg2+ efflux; contains two CBS domains; integral membrane protein; possible hemolysin (by homology)
EG13655	ybeY	P0A898	g1786880	Required for translation at 42C, function unknown; metal-binding heat shock protein
EG13656	ybeZ	P0A9K3	g1786881	PhoH paralog, function unknown
EG13657	miaB	P0AEI1	g1786882	tRNA-i(6)A37 methylthiotransferase; contains an iron-sulfur center, SAM-dependent
EG13658	ubiF	P75728	g1786883	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase; produces 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol; required for ubiquinone synthesis; mutation confers resistance to bleomycin, phleomycin and heat
EG13659	chiP	P75733	g1786897	Chitoporin, uptake of chitosugars; repressed by chiX(micM) sRNA
EG13660	chiQ	P75734	g1786898	Novel verified lipoprotein, function unknown; induced by chitosugars
EG13661	ybfO'	P77779	g1786921	Pseudogene, copy of Rhs core with unique extension; function unknown; RhsC-linked; C-terminal fragment
EG13662	zitB	P75757	g1786966	Zn(II) efflux transporter; zinc-inducible
EG13663	ybgS	P0AAV6	g1786968	Function unknown
EG13664	ybhH	P0AAV8	g1786985	Function unknown
EG13665	ybhI	P75763	g1786986	Putative transporter, function unknown
EG13666	ybhJ	P75764	g87081781	AcnA homolog, function unknown; not responsible for the residual aconitase activity in acnAB double mutants
EG13667	ybhK	P75767	g1786997	Complements B. subtilis yvcK mutant, function unknown; Yvck, and perhaps YbhK, has a role in carbon metabolism
EG13668	ybhL	P0AAC4	g1787004	Inner membrane protein, UPF0005 family, function unknown
EG13669	ybhM	P75769	g1787005	Inner membrane protein, UPF0005 family, function unknown
EG13670	ybhN	P75770	g1787006	Function unknown
EG13671	ybhO	P0AA84	g1787007	Cardiolipin synthase 2, activity detected in vitro but not in vivo; physiological significance of in vitro activity unclear
EG13672	ybhP	P0AAW1	g1787008	Endo/exonuclease/phosphatase family protein, function unknown
EG13673	ybhQ	P0AAW5	g1787009	Inner membrane protein, function unknown
EG13674	ybhR	P0AFP9	g1787010	Putative ABC-type transporter, function unknown
EG13675	ybhS	P0AFQ2	g1787011	Putative ABC-type transporter, function unknown
EG13676	ybjG	P75806	g1787064	Undecaprenyl pyrophosphate phosphatase YbjG(UppP), minor
EG13677	ybjH	P0AAY4	g1787066	Predicted periplasmic protein, function unknown
EG13678	ybjI	P75809	g87081790	FMN and erythrose-4-P phosphatase; physiological role unknown; HAD15
EG13679	ybjJ	P75810	g1787068	Putative transporter, function unknown
EG13680	ybjK	P75811	g1787069	Predicted transcriptional regulator, function unknown
EG13681	ybjL	P60869	g1787071	Putative AAE family transporter, function unknown
EG13682	ybjM	P64439	g1787072	Inner membrane protein, function unknown
EG13683	ybjN	P0AAY6	g1787077	Predicted thiol-disulfide oxidoreductase, function unknown; multicopy suppressor of coaA(Ts); glutaredoxin/thioredoxin family
EG13684	ybjO	P0AAZ0	g1787082	Inner membrane protein, DUF2593 family, function unknown
EG13685	ybjP	P75818	g1787090	Novel verified lipoprotein, function unknown
EG13686	ybjQ	P0A8C1	g1787091	Conserved protein, UPF0145 family, function unknown
EG13687	amiD	P75820	g1787092	1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; verified OM lipoprotein
EG13688	ybjS	P75821	g87081792	Function unknown; predicted enzyme with a nucleoside diphosphate sugar substrate and an NAD(P) cofactor
EG13689	ybjT	P75822	g87081793	Function unknown
EG13690	ltaE	P75823	g1787095	L-allo-threonine aldolase
EG13691	hcr	P75824	g1787098	Hydrid-cluster protein oxidoreductase; FAD and [2Fe-2S] cofactors, NADH as electron donor
EG13692	hcp	P75825	g87081794	Hydroxylamine reductase, hybrid-cluster [2Fe-2S] protein 
EG13693	ybjX	P75829	g1787103	Function unknown, homologous to somA (S.t.) and virK (S.f.)
EG13694	macA	P75830	g87081796	Membrane fusion protein (MFP) for macrolide efflux; subunit of ABC-type, TolC-dependent transporter MacAB; signal anchor; periplasmic
EG13695	macB	P75831	g1787105	ABC-type macrolide efflux transporter, with MacA and TolC
EG13696	mdfA	P0AEY8	g1787065	Transmembrane multidrug/chloramphenicol efflux transporter; confers alkaline pH tolerence
EG13697	ycaM	P75835	g87081798	Putative transporter, function unknown
EG13698	ycaN	P75836	g1787128	Putative transcriptional regulator, function unknown
EG13699	ycaO	P75838	g87081799	Function unknown
EG13700	ycaP	P75839	g1787135	Inner membrane protein, UPF0702 family, function unknown
EG13701	ycaQ	P75843	g1787145	Function unknown, DUF1006 family
EG13702	ycbJ	P0AB03	g1787149	Function unknown
EG13703	ycbK	P0AB06	g1787157	Function unknown, peptidase homolog; probably periplasmic
EG13704	ycbL	P75849	g1787158	Glyoxalase II homolog, function unknown
EG13705	ssuC	P75851	g87081802	Putative aliphatic sulfonate transport membrane component; sulfur starvation inducible; Cbl regulon
EG13706	ssuD	P80645	g1787166	FMNH2-dependent aliphatic sulfonate monooxygenase; sulfur starvation inducible; Cbl regulon
EG13707	ssuA	P75853	g87081803	Putative aliphatic sulfonate binding protein; sulfur starvation inducible
EG13708	ssuE	P80644	g1787168	NADP(H):FMN oxidoreductase; sulfur starvation inducible; Cbl regulon
EG13709	ycbQ	P75855	g87081804	FimA homolog
EG13710	ycbR	P75856	g1787171	Putative periplasmic pilus chaperone, induced by AI-2 pheromone, function unknown
EG13711	ycbS	P75857	g1787172	Putative outer membrane fimbrial subunit export usher protein; function unknown
EG13712	ycbT	P75858	g1787173	 FimA homolog, function unknown
EG13713	ycbU	P75859	g1787174	Function unknown, FimA homolog
EG13714	ycbV	P75860	g87081805	Function unknown, FimA homolog
EG13715	ycbW	P75862	g87081807	Function unknown
EG13716	ycbX	P75863	g1787179	6-N-hydroxylaminopurine resistance, function unknown
EG13717	rlmL	P75864	g1787181	23S rRNA m(2)G2445 methyltransferase, SAM-dependent
EG13718	ycbZ	P75867	g1787188	Function unknown, S16 peptidase family
EG13719	ymbA	P0AB10	g1787185	Probable lipoprotein, function unknown; Cys conserved
EG13720	sxy	P75869	g1787193	Required for expression of CRP-S-dependent promoters
EG13721	yccS	P75870	g87081808	Inner membrane protein, function unknown
EG13722	yccT	P0A8X4	g1787198	Function unknown
EG13723	yccU	P75874	g87081810	Function unknown, oleic-acid induced
EG13724	hspQ	P0AB20	g1787200	Heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein; mutation suppresses some dnaA(Ts)
EG13725	rlmI	P75876	g1787201	23S rRNA m(5)C1962 methyltransferase, SAM-dependent
EG13726	yccX	P0AB65	g1787203	Acylphosphatase, weak activity
EG13727	etp	P0ACZ2	g87081812	Cryptic phosphotyrosine-protein phosphatase; responsible for dephosphorylating the Etk-P autokinase; required for formation of the O-antigen capsule; silenced by IS1D insertion in promoter region
