EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG14104	yfbT	P77625	g87082080	Sugar phosphatase; physiological role unknown; in vitro substrates include: fructose-1-P, fructose-6-P, glucose 6-P, ribose-5-P; selectively hydrolyzes beta-D-glucose-1-P; HAD2
EG14105	yfbU	P0A8W8	g87082081	Function unknown
EG14106	yfbV	P0A8D9	g1788632	Function unknown
EG14107	yfcD	P65556	g1788637	Function unknown
EG14108	yfcE	P67095	g1788638	Phosphodiesterase, function unknown; has activity on model substrate bis-pNPP
EG14109	yfcF	P77544	g1788639	Glutathione S-transferase; hydrogen peroxide resistance
EG14110	yfcG	P77526	g1788640	Glutathione S-transferase; hydrogen peroxide resistance
EG14111	yfcH	P77775	g1788642	Function unknown
EG14112	yfcI	P77768	g1788643	Putative transposase, function unknown
EG14113	yfcJ	P77549	g1788662	Putative transporter, function unknown; membrane protein
EG14114	mnmC	P77182	g87082084	Bifunctional 5-methylaminomethyl-2-thiouridine forming enzyme; methyltransferase (N-terminal); FAD-dependent demodification enzyme (C-terminal)
EG14115	yfcL	P64540	g1788665	Function unknown
EG14116	yfcM	P76938	g1788666	Function unknown
EG14117	yfcN	P0A8B2	g1788671	Function unknown
EG14118	yfcO	P76498	g87082086	Putative exported protein, function unknown
EG14119	yfcP	P76499	g1788674	Function unknown, FimA homolog
EG14120	yfcQ	P76500	g1788675	Function unknown, FimA homolog
EG14121	yfcR	P76501	g1788676	Function unknown, FimA homolog
EG14122	yfcS	P77599	g1788677	Putative periplasmic pilus chaperone, function unknown
EG14124	yfcU	P77196	g1788678	Pseudogene reconstruction, FimD family;insertions may improve fitness in glucose minimal medium
EG14125	yfcV	P77288	g1788680	Function unknown, FimA homolog
EG14126	sixA	P76502	g1788681	Phosphohistidine phosphatase affecting ArcB H-D phosphorelay; targets Hpt domain
EG14127	fadJ	P77399	g1788682	Multifunctional anaerobic fatty acid oxidation complex FadIJ; has 3-hydroxyacyl-CoA dehydrogenase and medium-long-chain-length enoyl-CoA hydratase activities; probable beta-hydroxybutyryl-CoA epimerase and dodecenoyl-CoA-delta-isomerase
EG14128	fadI	P76503	g1788683	Thiolase of anaerobic fatty acid oxidation complex FadIJ; 3-ketoacyl-CoA thiolase
EG14129	yfcZ	P0AD33	g87082087	Function unknown
EG14130	yfdF	P76505	g1788687	Function unknown
EG14131	yfdG	P77682	g1788691	Function unknown, CPS-53/KpLE1 prophage
EG14132	yfdH	P77293	g1788692	Function unknown, CPS-53/KpLE1 prophage
EG14133	yfdI	P76507	g1788693	Function unknown, CPS-53/KpLE1 prophage
EG14134	tfaS	P77326	g87082088	Pseudogene, tail fiber assembly gene, CPS-53/KpLE1 prophage; C-terminal fragment
EG14135	yfdK	P77656	g1788696	Function unknown, CPS-53/KpLE1 prophage
EG14136	yfdL	P76508	g1788697	Pseudogene, tail fiber protein, CPS-53/KpLE1 prophage
EG14137	yfdO	P0AD35	g1788700	Pseudogene, CPS-53/KpLE1 prophage
EG14138	yfdP	P76512	g1788701	Function unknown, CPS-53/KpLE1 prophage
EG14139	yfdQ	P76513	g1788702	Function unknown, CPS-53/KpLE1 prophage
EG14140	yfdR	P76514	g87082090	Function unknown, CPS-53/KpLE1 prophage
EG14141	yfdS	P76515	g1788704	Function unknown, CPS-53/KpLE1 prophage
EG14142	yfdT	P76516	g1788705	Function unknown, CPS-53/KpLE1 prophage
EG14143	oxc	P0AFI0	g1788716	Probable oxalyl-CoA decarboxylase, oxalate catabolism
EG14144	yfdV	P0AA49	g1788715	Putative permease, function unknown
EG14145	frc	P69902	g1788717	Probable formyl CoA transferase, oxalate catabolism; dimeric
EG14146	yfdX	P76520	g1788719	Secreted protein, function unknown
EG14147	yfdY	P76521	g1788720	Function unknown
EG14148	ypdA	P0AA93	g1788723	Putative sensor kinase, function unknown
EG14149	ypdB	P0AE39	g1788724	Putative response regulator, function unknown
EG14150	ypdC	P77396	g1788725	Putative AraC-type transcription regulator, function unknown
EG14151	fryA	P77439	g1788726	Putative fructose-like PTS system Enzyme I; also contains Hpr and EIIA domains
EG14152	ypdE	P77585	g1788727	Aminopeptidase
EG14153	ypdF	P76524	g1788728	Xaa-Pro aminopeptidase
EG14154	fryC	P77579	g1788729	Putative fructose-like PTS system Enzyme IIC
EG14155	fryB	P69808	g1788730	Putative fructose-like PTS system Enzyme IIB
EG14156	yfeO	P67729	g1788733	Function unknown
EG14157	mntH	P0A769	g1788736	Mn(2+) transporter, role in bacterial response to reactive oxygen species; also transports Fe(2+), Cd(2+) and other divalent metals
EG14158	ybfP	P75737	g1786905	Novel verified lipoprotein, function unknown
EG14159	yfeR	P0ACR7	g1788748	Required for swarming phenotype, function unknown; predicted transcriptional regulator
EG14160	yfeS	P78271	g1788760	Function unknown
EG14161	yfeT	P77245	g1788767	Required for swarming phenotype, function unknown; probable transcriptional regulator of yfeUVW operon
EG14162	murQ	P76535	g1788768	N-acetylmuramic acid 6-phosphate (MurNAc 6-P) etherase; GlcNAc 6-phosphate and D-lactate are primary products
EG14163	murP	P77272	g1788769	N-acetylmuramic acid (MurNAc) Phosphotransferase System (PTS)
EG14164	yfeW	P77619	g87082101	Novel penicillin binding protein PBP4B; putative periplasmic esterase
EG14165	yfeX	P76536	g87082102	Function unknown, peroxidase homolog
EG14166	yfeY	P76537	g1788772	RpoE-regulated lipoprotein, function unknown
EG14167	yfeZ	P76538	g87082103	Function unknown
EG14168	ypeA	P76539	g87082104	Putative acetyltransferase
EG14169	zipA	P77173	g1788752	Septal ring structural protein, affects cell division and growth; anchors and stabilizes FtsZ ring
EG14170	eutK	P76540	g87082105	Putative carboxysome structural protein
EG14171	eutL	P76541	g1788780	Putative carboxysome structural protein
EG14172	intZ	P76542	g1788783	Putative integrase gene, Eut/CPZ-55 prophage
EG14173	yffL	P76543	g1788784	Function unknown, Eut/CPZ-55 prophage
EG14174	yffM	P76544	g1788785	Function unknown, Eut/CPZ-55 prophage
EG14175	yffN	P76545	g1788786	Function unknown, Eut/CPZ-55 prophage
EG14176	yffO	P76546	g1788787	Function unknown, Eut/CPZ-55 prophage
EG14177	yffP	P76547	g1788788	Function unknown, Eut/CPZ-55 prophage
EG14178	yffQ	P76548	g1788790	Function unknown, Eut/CPZ-55 prophage
EG14179	yffR	P76549	g1788791	Function unknown, Eut/CPZ-55 prophage
EG14180	yffS	P76550	g1788792	Function unknown, Eut/CPZ-55 prophage
EG14181	eutA	P76551	g1788793	Reactivating factor for ethanolamine ammonia lyase EutBC
EG14182	eutH	P76552	g1788794	Putative integral membrane protein
EG14183	eutG	P76553	g87082107	Putative alcohol dehydrogenase
EG14184	eutJ	P77277	g1788796	Putative chaperonin
EG14185	eutE	P77445	g1788797	Putative aldehyde oxidoreductase
EG14186	eutN	P0AEJ8	g1788798	Putative carboxysome structural protein
EG14187	eutM	P0ABF4	g87082108	Putative carboxysome structural protein
EG14188	eutD	P77218	g1788800	Putative phosphotransacetylase, non-catalytic
EG14189	eutT	P65643	g1788801	Probable cobalamin adenosyl transferase
EG14190	eutQ	P76555	g1788802	eut operon protein, function unknown
EG14191	eutP	P76556	g1788803	eut operon protein, function unknown
EG14192	eutS	P63746	g87082109	Putative carboxysome structural protein
EG14193	maeB	P76558	g1788806	NADP-dependent malic enzyme; NADP-ME
EG14194	ypfG	P76559	g1788809	Function unknown
EG14195	ypfH	P76561	g87082111	Acyl CoA esterase in vitro, physiological function unknown
EG14196	ypfI	P76562	g1788818	Function unknown; contains putative acetyltransferase domain
EG14197	ypfJ	P64429	g1788819	Function unknown
EG14198	yfdZ	P77434	g1788722	Function unknown
EG14199	yfgC	P66948	g1788840	Putative periplasmic metalloprotease, function unknown; M48 family
EG14200	yfgD	P76569	g1788841	Function unknown
EG14201	hda	P69931	g1788842	Required for regulatory inactivation of DnaA; multicopy suppressor of dnaN(ts)
EG14202	yfgF	P77172	g1788849	Function unknown
EG14203	yfgG	P64545	g1788851	Function unknown
EG14204	yfgH	P65290	g1788852	Novel verified lipoprotein, function unknown
EG14205	yfgI	P76573	g1788853	Function unknown
EG14206	yfgJ	P76575	g87082119	Required for swarming phenotype, function unknown
EG14207	der	P0A6P5	g87082120	Multicopy suppressor of ftsJ; depleted cells form filaments with defective chromosome segregation; GTPase
EG14208	yfgL	P77774	g1788859	Required for OM biogenesis, in YfiO-YaeT-NlpB-YfgL complex; OM lipoprotein, mutant has pleiotropic envelope defects; required for swarming phenotype
EG14209	yfgM	P76576	g1788860	Function unknown
EG14210	pbpC	P76577	g1788867	Penicillin-binding protein PBP 1C murein transglycosylase
EG14211	hyfC	P77858	g87082115	Putative hydrogenase 4 component C; membrane protein of Hyf electron transfer complex of FHL system
EG14212	hyfD	P77416	g1788829	Putative hydrogenase 4 component D; membrane protein of Hyf electron transfer complex of FHL system
EG14213	hyfE	P0AEW1	g1788830	Putative hydrogenase 4 component E; membrane protein of Hyf electron transfer complex of FHL system
EG14214	hyfF	P77437	g1788831	Putative hydrogenase 4 component F; membrane protein of Hyf electron transfer complex of FHL system
EG14215	hyfG	P77329	g1788832	Putative hydrogenase 4 component G; membrane protein of Hyf electron transfer complex of FHL system
EG14216	hyfH	P77423	g1788833	Putative hydrogenase 4 component H; membrane protein of Hyf electron transfer complex of FHL system
EG14217	hyfI	P77668	g1788834	Putative hydrogenase 4 component I; membrane protein of Hyf electron transfer complex of FHL system
EG14218	hyfJ	P77453	g87082116	Putative hydrogenase 4 component J; membrane protein of Hyf electron transfer complex of FHL system
EG14219	hyfR	P71229	g87082117	Formate-sensing regulator for hyf operon
EG14220	focB	P77733	g1788837	Probable bidirectional formate transporter 2
EG14221	yfgO	P0AFI9	g1788838	Function unknown, predicted membrane permease
EG14222	yfiO	P0AC02	g1788947	Lipoprotein required for OM biogenesis; in YfiO-YaeT-NlpB-YfgL complex
EG14223	yfiP	Q47319	g87082133	Function unknown
EG14224	yfiQ	P76594	g1788938	Function unknown
EG14225	yfiR	P64548	g1788955	Function unknown
EG14226	ypjD	P64432	g1788964	Function unknown; eight predicted transmembrane helices
EG14228	yqiG	P76655	g48994919	Pseudogene reconstruction, FimD family, interrupted by IS2I; outer membrane fimbrial subunit export usher protein family
EG14229	yqiH	P77616	g87082203	Putative periplasmic pilus chaperone, function unknown
EG14230	yqiI	P76656	g1789427	Function unknown
EG14231	yqiJ	P76657	g1789429	Inner membrane protein, function unknown
EG14232	yqiK	P77306	g1789430	PHB family membrane protein, function unknown
EG14233	cusC	P77211	g1786785	Silver and copper efflux, OM lipoprotein component; outer membrane factor (OMF) of a tripartate efflux pump; confers copper and silver resistance; required for invasion of brain microvascular endothelial cells in strain K1
EG14234	cusF	P77214	g1786786	Silver and copper efflux, periplasmic binding protein; confers copper and silver resistance; CusF binds both Cu(I) and Ag(I) with high affinity to, but does not bind Cu(II)
EG14235	cusB	P77239	g1786787	Silver and copper efflux, membrane fusion protein; confers copper and silver resistance
EG14236	yaiX	Null	g87082443	Pseudogene reconstruction, interrupted by IS2A
EG14237	ylaB	P77473	g87081743	Function unknown
EG14238	ylaC	P0AAS0	g87081744	Function unknown
EG14239	maa	P77791	g1786664	Maltose O-acetyltransferase
EG14240	kefA	P77338	g1786670	Mechanosensitive channel protein, intermediate conductance; regulation of ion balance and turgor pressure at high osmolarity; also may affect activity of mechanosensitive channel MscS
EG14241	clpS	P0A8Q6	g1787108	Substrate modulator for ClpAP, directs protease activity towards aggregated proteins; homologous to eukaryotic E3 ubiquitin ligase n-recognin
EG14243	cspG	P0A978	g2367114	Cold shock protein homolog, cold-inducible
EG14244	ycgX	P75988	g1787408	Function unknown
EG14245	xisE	P75970	g1787387	e14 excisionase, in defective prophage
EG14247	ymfI	P75972	g87081839	Function unknown, e14 prophage
EG14248	ymfJ	P75973	g87081840	Function unknown, e14 prophage
EG14249	ymfK	P75974	g1787391	Putative CI-like repressor, e14 prophage
EG14250	ymfL	P75976	g1787393	Function unknown, e14 prophage
EG14251	ymfM	P75977	g1787394	Function unknown, e14 prophage
EG14252	ymfN	P75978	g1787395	Function unknown, e14 prophage
EG14253	ymfO	P75980	g1787397	Function unknown, e14 prophage
EG14254	ymfP	P75981	g87081842	Function unknown, e14 prophage
EG14255	ymfQ	P75982	g1787399	Function unknown, e14 prophage
EG14256	yciU	P0A8L7	g87081860	Function unknown
EG14257	trpH	P77766	g1787520	TrpR-controlled gene divergent from trp operon
EG14258	yncI	P76119	g1787731	Pseudogene reconstruction, H repeat-associated, RhsE-linked
EG14259	intG	Null	g1788246	Pseudogene, integrase homolog
EG14260	rbn	P0A8V0	g87082078	RNase BN, tRNA processing enzyme; has zinc phosphodiesterase activity
EG14261	elaD	Q47013	g1788604	Function unknown
EG14262	yciW	P76035	g87081868	Function unknown
EG14263	folX	P0AC19	g1788641	Dihydroneopterin triphosphate epimerase
EG14264	cbl	Q47083	g1788296	ssuEADCB and tauABCD operon activator
EG14265	nac	Q47005	g1788297	Repressor of gdhA transcription; RpoN, GlnG(NtrC) regulons; pleiotropic effects
EG14266	flgB	P0ABW9	g1787313	Flagellar basal body rod subunit
EG14267	flgC	P0ABX2	g1787314	Flagellar basal body rod subunit
EG14268	flgD	P75936	g1787315	Flagellar basal body rod modification
EG14269	flgE	P75937	g1787316	Flagellar hook subunit protein
EG14270	flgF	P75938	g1787317	Flagellar basal body rod subunit
EG14271	flgG	P0ABX5	g1787318	Flagellar basal body rod major subunit
EG14272	flgJ	P75942	g1787321	Flagellum-specific muramidase
EG14273	flhA	P76298	g1788187	Flagellar export pore protein, integral membrane protein
EG14274	mhpD	P77608	g87081722	2-keto-4-pentenoate hydratase; utilizes MHP
EG14275	ycgY	P76012	g1787446	Function unknown
EG14276	vacJ	P76506	g1788688	Surface-exposed lipoprotein; required for intercellular spreading in Shigella
EG14277	afuB	P75681	g1786458	Pseudogene, C-terminal fragment, CP4-6 prophage remnant
EG14278	ykgI	P75687	g87081716	Predicted periplasmic protein, YhcN family, function unknown
EG14279	yaiY	P0AAP7	g1786577	Function unknown
EG14280	yaiZ	P0AAQ0	g87081730	Function unknown
EG14281	cspH	P0A982	g2367112	Cold shock protein homolog, not cold-inducible
EG14282	ykiA	P75704	g1786591	Function unknown
EG14283	ykfF	P75677	g1786443	Function unknown, CP4-6 putative prophage remnant
EG14284	ypjF	Q46953	g1788999	Toxin component of putative toxin-antitoxin pair YpjF-YfjZ; CP4-57 prophage
EG14285	ylbG	P77688	g87081748	Function unknown
EG14286	ninE	Q47270	g1786760	Homolog of phage lamdba nin, DLP12 prophage
EG14287	ycaR	P0AAZ7	g1787146	Function unknown, low abundance protein
EG14288	ycgZ	P75991	g1787411	Cold shock gene, function unknown
EG14289	ymgA	P75992	g1787412	Function unknown
EG14290	ymgB	P75993	g1787413	Function unknown
EG14291	ymgC	P75994	g1787414	Function unknown
EG14292	ymgD	P0AB46	g87081849	Function unknown
EG14293	ychQ	Q46755	g1787464	Function unknown
EG14294	ynaJ	P64445	g1787593	Function unknown
EG14295	ymjA	P0ACV8	g1787552	Function unknown
EG14296	ynaK	P76068	g1787628	Function unknown, Rac prophage
EG14298	ynbE	P64448	g1787647	Novel verified lipoprotein, function unknown
EG14299	paaB	P76078	g1787655	Phenylacetyl-CoA oxygenase, effector protein; phenylacetic acid degradation
EG14300	yncJ	P64459	g1787707	Function unknown
EG14301	bdm	P76127	g87081920	Osmoresponsive gene with reduced expression in biofilms, function unknown
EG14302	hokE	P77091	g48994879	Putative small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; regulatory antisense sRNA antitoxin is SokE
EG14303	cnu	P64467	g1787912	OriC-binding complex H-NS/Cnu; binds 26 bp cnb site; also forms a complex with StpA; complex formation may protect HN-S and StpA from Lon degradation
EG14304	yoaF	P64493	g1788094	Novel verified lipoprotein, function unknown
EG14305	yoaG	P64496	g1788097	Function unknown
EG14306	yoaH	P67338	g1788113	Function unknown
EG14307	yodC	P64517	g1788267	Function unknown
EG14308	yoeA	Null	g87082018	Pseudogene, CP4-44 putative prophage remnant; interrupted by IS2F after codon 103; the C-terminal 552 codons have been deleted,
EG14309	yegZ	Null	Null	Pseudogene, gpD phage P2-like protein D; C-terminal fragment
EG14310	pinH	P76611	g1789002	Pseudogene, DNA invertase, site-specific recombination
EG14313	yqaE	P0AE42	g1789020	Function unknown
EG14314	yqjK	Q47710	g1789487	Function unknown
EG14315	lomR	Null	g1787632	Pseudogene reconstruction, Rac prophage lom homolog; outer membrane protein interrupted by IS5Y, missing N-terminus
EG14316	yecT	P76296	g87081997	Function unknown, possible secreted protein or lipoprotein
EG14317	tfaX	P77087	g2367110	Pseudogene, tail fiber assembly gene, DLP12 prophage; C-terminal fragment
EG14319	ysaA	P56256	g2367245	Ferredoxin-like protein, function unknown
EG14320	rffT	P56258	g48994971	TDP-Fuc4NAc:Lipid II transferase; needed for ECA (enterobacterial common antigen) synthesis
EG14321	ysgA	P56262	g48994982	Dienelactone hydrolase homolog, function unknown
EG14322	tatB	P69425	g48994984	Protein translocase, Sec-independent; mediates export of folded and ligand-bound proteins
