CG6883	FBan0006883	FBgn0003749	trh	trachealess	FBgn0010944,FBgn0026793
CG14206	FBan0014206	FBgn0031035	RpS10b	Ribosomal protein S10b	
CG14207	FBan0014207	FBgn0031037	CG14207	CG14207	
CG14208	FBan0033075	FBgn0031038	Tyler	Tyler	FBgn0053075
CG14209	FBan0033075	FBgn0031039	Shawn	Shawn	FBgn0053075
CG6700	FBan0006700	FBgn0032305	CG6700	CG6700	
CG7430	FBan0007430	FBgn0036762	CG7430	CG7430	
CG6701	FBan0006701	FBgn0033889	CG6701	CG6701	FBgn0062680
CG8160	FBan0008160	FBgn0034011	CG8160	CG8160	
CG6702	FBan0006702	FBgn0004580	Cbp53E	Calbindin 53E	
CG7431	FBan0007431	FBgn0038542	CG7431	CG7431	FBgn0046504,FBgn0046505
CG8161	FBan0008161	FBgn0014022	Rlb1	Rlb1	
CG7432	FBan0007432	FBgn0038727	CG7432	CG7432	
CG6703	FBan0006703	FBgn0013759	Caki	Calcium/calmodulin-dependent protein kinase	FBgn0015923,FBgn0038904,FBgn0043003
CG6704	FBan0006704	FBgn0033887	CG6704	CG6704	
CG7433	FBan0007433	FBgn0036927	CG7433	CG7433	
CG7434	FBan0007434	FBgn0015288	RpL22	Ribosomal protein L22	FBgn0025289
CG6705	FBan0006705	FBgn0003867	tsl	torso-like	
CG6706	FBan0006706	FBgn0027575	GABA-B-R2	metabotropic GABA-B receptor subtype 2	FBgn0046522,FBgn0046523
CG7435	FBan0007435	FBgn0004908	Arf84F	ADP ribosylation factor 84F	
CG7436	FBan0007436	FBgn0020392	Nmt	N-myristoyl transferase	FBgn0011313
CG6707	FBan0006707	FBgn0036058	CG6707	CG6707	
CG8165	FBan0008165	FBgn0037703	CG8165	CG8165	FBgn0067621
CG7437	FBan0007437	FBgn0014362	mub	mushroom-body expressed	FBgn0010834,FBgn0011394,FBgn0011408,FBgn0046394,FBgn0046395,FBgn0046396,FBgn0046397
CG8166	FBan0008166	FBgn0034013	unc-5	unc-5	FBgn0034014
CG6708	FBan0006708	FBgn0020626	Osbp	Oxysterol binding protein	
CG7438	FBan0007438	FBgn0011673	Myo31DF	Myosin 31DF	
CG8167	FBan0008167	FBgn0036046	Ilp2	Insulin-related peptide	FBgn0044432
CG6709	FBan0006709	FBgn0036056	CG6709	CG6709	
CG7439	FBan0007439	FBgn0046812	AGO2	Argonaute 2	FBgn0036508,FBgn0040803
CG14210	FBan0014210	FBgn0031040	CG14210	CG14210	FBgn0047147
CG8169	FBan0008169	FBgn0011660	Pms2	Pms2	FBgn0024325
CG14211	FBan0014211	FBgn0031044	CG14211	CG14211	
CG14212	FBan0014212	FBgn0031045	CG14212	CG14212	
CG14213	FBan0014213	FBgn0031047	CG14213	CG14213	
CG14214	FBan0014214	FBgn0031049	CG14214	CG14214	
CG14215	FBan0014215	FBgn0031052	CG14215	CG14215	
CG14216	FBan0014216	FBgn0031054	CG14216	CG14216	FBgn0029511
CG14217	FBan0014217	FBgn0031030	Tao-1	Tao-1	
CG14218	FBan0014218	FBgn0031031	CG14218	CG14218	
CG14219	FBan0014219	FBgn0031033	CG14219	CG14219	
CG30259	FBan0030259	FBgn0050259	CG30259	CG30259	FBgn0034765,FBgn0034767
CG6711	FBan0006711	FBgn0011836	Taf2	TBP-associated factor 2	
CG7440	FBan0007440	FBgn0030984	tgy	twiggy	
CG6712	FBan0006712	FBgn0032408	CG6712	CG6712	
CG7441	FBan0007441	FBgn0036763	CG7441	CG7441	FBgn0046314
CG8170	FBan0008170	FBgn0033365	CG8170	CG8170	
CG7442	FBan0007442	FBgn0037140	CG7442	CG7442	
CG8171	FBan0008171	FBgn0000996	dup	double parked	FBgn0004160,FBgn0022220,FBgn0034016,FBgn0063791
CG6713	FBan0006713	FBgn0011676	Nos	Nitric oxide synthase	
CG7443	FBan0007443	FBgn0037577	CG7443	CG7443	
CG8172	FBan0008172	FBgn0033362	CG8172	CG8172	
CG8173	FBan0008173	FBgn0030864	CG8173	CG8173	
CG6715	FBan0006715	FBgn0026064	KP78a	KP78a	FBgn0022392
CG8174	FBan0008174	FBgn0026370	SRPK	SRPK	FBgn0034015,FBgn0064783
CG6716	FBan0006716	FBgn0003145	prd	paired	
CG7445	FBan0007445	FBgn0005633	fln	flightin	FBgn0010036
CG7446	FBan0007446	FBgn0001134	Grd	Glycine receptor	
CG8175	FBan0008175	FBgn0014865	Mtk	Metchnikowin	FBgn0061385
CG8176	FBan0008176	FBgn0037702	CG8176	CG8176	FBgn0067621
CG6718	FBan0006718	FBgn0036053	CG6718	CG6718	
CG7447	FBan0007447	FBgn0035539	CG7447	CG7447	
CG8177	FBan0008177	FBgn0036043	CG8177	CG8177	FBgn0027707,FBgn0064871
CG6719	FBan0006719	FBgn0037893	CG6719	CG6719	FBgn0064920
CG7448	FBan0007448	FBgn0037143	CG7448	CG7448	
CG8178	FBan0008178	FBgn0024319	Nach	Nach	
CG7449	FBan0007449	FBgn0029082	hbs	hibris	FBgn0033991,FBgn0064179
CG8179	FBan0008179	FBgn0034020	CG8179	CG8179	
CG14220	FBan0014220	FBgn0031036	CG14220	CG14220	
CG14221	FBan0014221	FBgn0031042	CG14221	CG14221	
CG14222	FBan0014222	FBgn0031043	CG14222	CG14222	
CG14223	FBan0014223	FBgn0031053	CG14223	CG14223	
CG14224	FBan0014224	FBgn0031057	CG14224	CG14224	FBgn0019902,FBgn0045787
CG30263	FBan0030263	FBgn0050263	CG30263	CG30263	FBgn0034652,FBgn0034653
CG14225	FBan0014225	FBgn0031055	CG14225	CG14225	
CG14226	FBan0014226	FBgn0043903	dome	domeless	FBgn0019901,FBgn0027236,FBgn0028267,FBgn0028288,FBgn0028311,FBgn0028326,FBgn0028335,FBgn0028344,FBgn0031056
CG30264	FBan0030264	FBgn0050264	CG30264	CG30264	FBgn0034780
CG14227	FBan0014227	FBgn0031058	CG14227	CG14227	
CG30265	FBan0030265	FBgn0050265	CG30265	CG30265	FBgn0034781
CG14228	FBan0014228	FBgn0013951	Mer	Merlin	FBgn0014341
CG30266	FBan0030266	FBgn0050266	CG30266	CG30266	FBgn0034779
CG30267	FBan0030267	FBgn0050267	CG30267	CG30267	FBgn0064993
CG14229	FBan0014229	FBgn0031059	CG14229	CG14229	FBgn0047121
CG30268	FBan0030268	FBgn0050268	CG30268	CG30268	FBgn0034771
CG30269	FBan0030269	FBgn0050269	CG30269	CG30269	FBgn0034762
CG6720	FBan0006720	FBgn0015320	UbcD2	Ubiquitin conjugating enzyme 2	FBgn0021893
CG6721	FBan0006721	FBgn0004390	Gap1	GTPase-activating protein 1	FBgn0005621
CG7450	FBan0007450	FBgn0004396	CrebA	Cyclic-AMP response element binding protein A	FBgn0004848,FBgn0010804,FBgn0041115,FBgn0062892
CG8180	FBan0008180	FBgn0034021	CG8180	CG8180	
CG8181	FBan0008181	FBgn0033361	CG8181	CG8181	
CG6723	FBan0006723	FBgn0037895	CG6723	CG6723	
CG7452	FBan0007452	FBgn0035540	Syx17	Syntaxin 17	
CG6724	FBan0006724	FBgn0032298	CG6724	CG6724	
CG8182	FBan0008182	FBgn0034025	GalNAc-T1	GalNAc-T1	
CG7453	FBan0007453	FBgn0030991	CG7453	CG7453	
CG8183	FBan0008183	FBgn0019968	Khc-73	Kinesin-73	FBgn0025191
CG6725	FBan0006725	FBgn0040271	Sulf1	Sulfated	FBgn0038413
CG7454	FBan0007454	FBgn0037576	Or85a	Odorant receptor 85a	
CG6726	FBan0006726	FBgn0039049	CG6726	CG6726	
CG8184	FBan0008184	FBgn0030674	CG8184	CG8184	
CG6727	FBan0006727	FBgn0029084	gom	gomdanji	FBgn0041572
CG7456	FBan0007456	FBgn0032258	CG7456	CG7456	
CG7457	FBan0007457	FBgn0035812	CG7457	CG7457	
CG6728	FBan0006728	FBgn0037896	ninaG	ninaG	
CG8186	FBan0008186	FBgn0022097	Vha36	Vha36	FBgn0034028,FBgn0045927,FBgn0045934,FBgn0045935,FBgn0066035
CG8187	FBan0008187	FBgn0034027	CG8187	CG8187	
CG6729	FBan0006729	FBgn0032296	CG6729	CG6729	
CG7458	FBan0007458	FBgn0037144	CG7458	CG7458	
CG7459	FBan0007459	FBgn0062412	Ctr1B	Copper transporter 1B	FBgn0037575
CG13500	FBan0013500	FBgn0034683	CG13500	CG13500	
CG8188	FBan0008188	FBgn0030863	CG8188	CG8188	
CG13501	FBan0013501	FBgn0034684	CG13501	CG13501	
CG14230	FBan0014230	FBgn0031062	CG14230	CG14230	FBgn0019898
CG8189	FBan0008189	FBgn0019644	ATPsyn-b	ATP synthase, subunit b	
CG14231	FBan0014231	FBgn0031060	CG14231	CG14231	
CG13502	FBan0013502	FBgn0034692	CG13502	CG13502	
CG30270	FBan0030270	FBgn0061435	CG30270	CG30270	FBgn0050270
CG14232	FBan0014232	FBgn0031061	CG14232	CG14232	FBgn0019900
CG13503	FBan0013503	FBgn0034695	CG13503	CG13503	
CG30271	FBan0030271	FBgn0050271	CG30271	CG30271	FBgn0034779,FBgn0065004
CG13504	FBan0013504	FBgn0034699	CG13504	CG13504	
CG14233	FBan0014233	FBgn0040089	meso18E	meso18E	FBgn0019899,FBgn0031063,FBgn0040223
CG30272	FBan0030272	FBgn0050272	CG30272	CG30272	FBgn0034781
CG14234	FBan0014234	FBgn0031065	CG14234	CG14234	
CG14235	FBan0014235	FBgn0031066	CG14235	CG14235	FBgn0064130
CG13506	FBan0013506	FBgn0034723	CG13506	CG13506	
CG30273	FBan0030273	FBgn0050273	CG30273	CG30273	FBgn0034762
CG30274	FBan0030274	FBgn0050274	CG30274	CG30274	FBgn0034780
CG14237	FBan0014237	FBgn0039428	CG14237	CG14237	
CG30275	FBan0030275	FBgn0050275	CG30275	CG30275	FBgn0034771
CG14238	FBan0014238	FBgn0039429	CG14238	CG14238	
CG14239	FBan0014239	FBgn0039424	CG14239	CG14239	
CG30277	FBan0030277	FBgn0050277	Oatp58Da	Organic anion transporting polypeptide 58Da	FBgn0034714
CG30278	FBan0030278	FBgn0050278	CG30278	CG30278	FBgn0034714
CG30279	FBan0030279	FBgn0050279	CG30279	CG30279	
CG6730	FBan0006730	FBgn0031925	Cyp4d21	Cyp4d21	
CG7460	FBan0007460	FBgn0036749	CG7460	CG7460	
CG8190	FBan0008190	FBgn0034029	eIF2B-&ggr;	eIF2B-&ggr;	
CG7461	FBan0007461	FBgn0034432	CG7461	CG7461	
CG6733	FBan0006733	FBgn0039052	CG6733	CG6733	
CG7462	FBan0007462	FBgn0017645	Ank2	Ank2	
CG8191	FBan0008191	FBgn0030675	CG8191	CG8191	
CG6734	FBan0006734	FBgn0032395	CG6734	CG6734	
CG7463	FBan0007463	FBgn0036504	yellow-k	yellow-k	
CG8192	FBan0008192	FBgn0034030	CG8192	CG8192	
CG8193	FBan0008193	FBgn0033367	CG8193	CG8193	
CG7464	FBan0007464	FBgn0029091	CS-2	Chitin synthase 2	FBgn0037145
CG8194	FBan0008194	FBgn0010406	RNaseX25	Ribonuclease X25	
CG7465	FBan0007465	FBgn0035551	CG7465	CG7465	
CG6737	FBan0006737	FBgn0032294	CG6737	CG6737	
CG7466	FBan0007466	FBgn0031981	CG7466	CG7466	
CG8195	FBan0008195	FBgn0034032	CG8195	CG8195	
CG7467	FBan0007467	FBgn0003013	osa	osa	FBgn0010708,FBgn0011421,FBgn0015384,FBgn0046467,FBgn0062101
CG6738	FBan0006738	FBgn0039053	CG6738	CG6738	
CG8196	FBan0008196	FBgn0033366	Ance-4	Ance-4	
CG6739	FBan0006739	FBgn0031926	CG6739	CG6739	
CG8197	FBan0008197	FBgn0033369	CG8197	CG8197	
CG8198	FBan0008198	FBgn0026666	l(1)G0136	lethal (1) G0136	FBgn0030677,FBgn0063708
CG13510	FBan0013510	FBgn0034758	CG13510	CG13510	
CG8199	FBan0008199	FBgn0037709	CG8199	CG8199	
CG13511	FBan0013511	FBgn0034759	CG13511	CG13511	
CG14240	FBan0014240	FBgn0039435	CG14240	CG14240	
CG13512	FBan0013512	FBgn0034760	CG13512	CG13512	FBgn0063193
CG14242	FBan0014242	FBgn0039443	CG14242	CG14242	
CG14243	FBan0014243	FBgn0039444	CG14243	CG14243	
CG30281	FBan0030281	FBgn0050281	CG30281	CG30281	FBgn0034696
CG14244	FBan0014244	FBgn0040607	CG14244	CG14244	
CG30282	FBan0030282	FBgn0050282	CG30282	CG30282	FBgn0047194
CG13516		FBgn0040658	CG13516	CG13516	FBgn0082870
CG30283	FBan0030283	FBgn0050283	CG30283	CG30283	FBgn0034635
CG14245	FBan0032950	FBgn0039452	CG14245	CG14245	FBgn0052950
CG13517	FBan0013517	FBgn0034766	Obp59a	Odorant-binding protein 59a	
CG14246	FBan0032950	FBgn0040608	CG14246	CG14246	FBgn0052950
CG30284	FBan0030284	FBgn0050284	CG30284	CG30284	FBgn0045281,FBgn0063340,FBgn0065000
CG30285	FBan0030285	FBgn0050285	CG30285	CG30285	
CG14247	FBan0014247	FBgn0039454	CG14247	CG14247	
CG13518	FBan0013518	FBgn0034768	Obp58b	Odorant-binding protein 58b	
CG14248	FBan0014248	FBgn0039445	CG14248	CG14248	
CG30286	FBan0030286	FBgn0050286	CG30286	CG30286	FBgn0034635
CG13519	FBan0013519	FBgn0034770	Obp58d	Odorant-binding protein 58d	
CG14249	FBan0014249	FBgn0039447	beat-VII	beat-VII	
CG30287	FBan0030287	FBgn0050287	CG30287	CG30287	FBgn0034635
CG30288	FBan0030288	FBgn0050288	CG30288	CG30288	
CG30289	FBan0030289	FBgn0050289	CG30289	CG30289	
CG7470	FBan0007470	FBgn0037146	CG7470	CG7470	
CG6741	FBan0006741	FBgn0000008	a	arc	FBgn0034701,FBgn0034702
CG7471	FBan0007471	FBgn0015805	Rpd3	Rpd3	FBgn0003632,FBgn0003634,FBgn0010843,FBgn0016893
CG6742	FBan0006742	FBgn0039056	cenB1A	centaurin beta 1A	
CG6743	FBan0006743	FBgn0027868	Nup170	Nup170	
CG6744	FBan0006744	FBgn0037901	CG6744	CG6744	
CG6745	FBan0006745	FBgn0035901	CG6745	CG6745	
CG6746	FBan0006746	FBgn0032394	CG6746	CG6746	
CG6747	FBan0006747	FBgn0039061	Ir	Inwardly rectifying potassium channel	
CG7476	FBan0007476	FBgn0035847	mthl7	methuselah-like 7	FBgn0046502,FBgn0046503
CG6749	FBan0006749	FBgn0036040	CG6749	CG6749	
CG7478	FBan0007478	FBgn0000045	Act79B	Actin 79B	
CG7479	FBan0007479	FBgn0027085	Aats-leu	Leucyl-tRNA synthetase	FBgn0035576
CG14250	FBan0014250	FBgn0039448	CG14250	CG14250	
CG13521	FBan0013521	FBgn0005631	robo	roundabout	FBgn0045796
CG14251	FBan0014251	FBgn0002838	ms(3)K81	male sterile (3) K81	FBgn0039460
CG30290	FBan0030290	FBgn0050290	CG30290	CG30290	FBgn0063143
CG14252	FBan0014252	FBgn0039462	CG14252	CG14252	
CG30291	FBan0030291	FBgn0050291	CG30291	CG30291	FBgn0034571
CG14253	FBan0014253	FBgn0039467	CG14253	CG14253	
CG13524	FBan0013524	FBgn0034769	Obp58c	Odorant-binding protein 58c	
CG14254	FBan0014254	FBgn0039469	CG14254	CG14254	
CG13526	FBan0013526	FBgn0034774	CG13526	CG13526	FBgn0047347
CG30293	FBan0030293	FBgn0050293	CG30293	CG30293	FBgn0045113,FBgn0045151,FBgn0045348,FBgn0063725
CG13527	FBan0013527	FBgn0034776	CG13527	CG13527	
CG14257	FBan0014257	FBgn0039479	CG14257	CG14257	
CG30295	FBan0030295	FBgn0050295	Ipk1	Ipk1	FBgn0034555,FBgn0034556,FBgn0034557
CG30296	FBan0030296	FBgn0050296	CG30296	CG30296	FBgn0034574,FBgn0034575
CG14258	FBan0014258	FBgn0039482	CG14258	CG14258	
CG14259	FBan0014259	FBgn0039483	CG14259	CG14259	
CG6750	FBan0006750	FBgn0032292	CG6750	CG6750	
CG7480	FBan0007480	FBgn0001970	Pgant35A	Polypeptide N-acetylgalactosaminyltransferase 35A	FBgn0027860,FBgn0032545
CG6751	FBan0006751	FBgn0033562	CG6751	CG6751	
CG7481	FBan0007481	FBgn0030986	RhoGAP18B	RhoGAP18B	FBgn0030988,FBgn0040888
CG6752	FBan0006752	FBgn0038296	CG6752	CG6752	
CG6753	FBan0006753	FBgn0038070	CG6753	CG6753	
CG6754	FBan0006754	FBgn0026198	nbs	nbs	FBgn0036037
CG7483	FBan0007483	FBgn0037573	eIF4AIII	eIF4AIII	FBgn0004221,FBgn0062067
CG6755	FBan0006755	FBgn0039066	EloA	Elongin A	
CG7484	FBan0007484	FBgn0036745	CG7484	CG7484	FBgn0062874
CG7485	FBan0007485	FBgn0004514	TyrR	Tyramine receptor	FBgn0002983,FBgn0004109,FBgn0011463,FBgn0037148
CG6756	FBan0006756	FBgn0032397	Tom70	Translocase of outer membrane 70	
CG6757	FBan0006757	FBgn0040475	SH3PX1	SH3PX1	FBgn0036033
CG7487	FBan0007487	FBgn0040290	RecQ4	RecQ4	FBgn0035846
CG6758	FBan0006758	FBgn0034704	CG6758	CG6758	
CG7488	FBan0007488	FBgn0038106	CG7488	CG7488	
CG12800	FBan0012800	FBgn0039006	Cyp6d4	Cyp6d4	
CG6759	FBan0006759	FBgn0025781	cdc16	cdc16	
CG13530	FBan0013530	FBgn0034777	CG13530	CG13530	
CG14260	FBan0014260	FBgn0039504	CG14260	CG14260	
CG13531	FBan0013531	FBgn0034786	CG13531	CG13531	
CG12802	FBan0012802	FBgn0037767	CG12802	CG12802	FBgn0062980
CG13532	FBan0013532	FBgn0034788	CG13532	CG13532	
CG13533	FBan0013533	FBgn0034793	asrij	asrij	
CG14262	FBan0014262	FBgn0039503	CG14262	CG14262	
CG13534	FBan0013534	FBgn0034805	CG13534	CG13534	
CG14264	FBan0014264	FBgn0039512	CG14264	CG14264	
CG12806	FBan0012806	FBgn0037766	CG12806	CG12806	
CG13535	FBan0013535	FBgn0034787	CG13535	CG13535	
CG14265	FBan0014265	FBgn0040393	CG14265	CG14265	FBgn0029652,FBgn0063017
CG12807	FBan0012807	FBgn0037772	CG12807	CG12807	
CG14266	FBan0014266	FBgn0010294	ng2	new glue 2	FBgn0063074
CG12809	FBan0012809	FBgn0041105	nerfin-2	nervous fingers 2	FBgn0037785
CG13538	FBan0013538	FBgn0034820	CG13538	CG13538	
CG13539	FBan0013539	FBgn0034833	CG13539	CG13539	
CG14269	FBan0014269	FBgn0029658	CG14269	CG14269	
CG6760	FBan0006760	FBgn0013563	l(3)70Da	lethal (3) 70Da	FBgn0024587,FBgn0026223,FBgn0028085,FBgn0036409,FBgn0046338,FBgn0046339,FBgn0046340,FBgn0046489,FBgn0046490,FBgn0046491
CG7490	FBan0007490	FBgn0000100	RpLP0	Ribosomal protein LP0	FBgn0010752
CG6761	FBan0006761	FBgn0036031	CG6761	CG6761	
CG6762	FBan0006762	FBgn0030876	CG6762	CG6762	
CG6763	FBan0006763	FBgn0039069	CG6763	CG6763	
CG7492	FBan0007492	FBgn0035807	CG7492	CG7492	FBgn0025279
CG6764	FBan0006764	FBgn0037899	CG6764	CG6764	
CG7494	FBan0007494	FBgn0037566	mRpL1	mitochondrial ribosomal protein L1	
CG6765	FBan0006765	FBgn0035903	CG6765	CG6765	
CG6766	FBan0006766	FBgn0032398	CG6766	CG6766	
CG7496	FBan0007496	FBgn0035806	PGRP-SD	PGRP-SD	
CG6767	FBan0006767	FBgn0036030	CG6767	CG6767	
CG7497	FBan0007497	FBgn0036742	CG7497	CG7497	FBgn0046500,FBgn0046501,FBgn0046783
CG6768	FBan0006768	FBgn0020756	DNApol-&egr;	DNA polymerase &egr;	FBgn0039072
CG7498	FBan0007498	FBgn0040833	CG7498	CG7498	
CG6769	FBan0006769	FBgn0030878	CG6769	CG6769	
CG13540	FBan0013540	FBgn0034839	CG13540	CG13540	
CG7499	FBan0007499	FBgn0028699	Rh50	Rh50	FBgn0028502,FBgn0029132
CG12811	FBan0012811	FBgn0037779	CG12811	CG12811	
CG13541	FBan0013541	FBgn0034841	CG13541	CG13541	
CG14270	FBan0014270	FBgn0029665	CG14270	CG14270	
CG12812	FBan0012812	FBgn0037781	CG12812	CG12812	
CG14271	FBan0014271	FBgn0029667	Gas8	Growth arrest specific protein 8	
CG13542	FBan0013542	FBgn0034809	CG13542	CG13542	
CG12813	FBan0012813	FBgn0037782	CG12813	CG12813	
CG12814	FBan0012814	FBgn0037796	CG12814	CG12814	
CG13544	FBan0013544	FBgn0034826	CG13544	CG13544	
CG14273	FBan0014273	FBgn0032024	CG14273	CG14273	
CG12816	FBan0012816	FBgn0037799	CG12816	CG12816	
CG14274	FBan0014274	FBgn0032023	CG14274	CG14274	
CG13545	FBan0013545	FBgn0034828	CG13545	CG13545	
CG14275	FBan0014275	FBgn0032022	CG14275	CG14275	FBgn0047061
CG12817	FBan0012817	FBgn0037798	CG12817	CG12817	FBgn0063672
CG12818	FBan0012818	FBgn0037809	CG12818	CG12818	
CG14277	FBan0014277	FBgn0032008	CG14277	CG14277	
CG12819	FBan0012819	FBgn0037810	sle	slender lobes	
CG13548	FBan0013548	FBgn0034832	CG13548	CG13548	
CG13549	FBan0013549	FBgn0040063	yip3	yippee interacting protein 3	FBgn0034836,FBgn0045256,FBgn0061446
CG6770	FBan0006770	FBgn0032400	CG6770	CG6770	FBgn0066037
CG6772	FBan0006772	FBgn0024290	Slob	Slowpoke binding protein	
CG6773	FBan0006773	FBgn0024509	sec13	sec13	FBgn0025715,FBgn0027897
CG6775	FBan0006775	FBgn0003244	rg	rugose	FBgn0021748
CG6776	FBan0006776	FBgn0035904	CG6776	CG6776	
CG6778	FBan0006778	FBgn0027088	Aats-gly	Glycyl-tRNA synthetase	FBgn0036477
CG12820	FBan0012820	FBgn0033230	CG12820	CG12820	
CG6779	FBan0006779	FBgn0002622	RpS3	Ribosomal protein S3	FBgn0010267
CG13550	FBan0013550	FBgn0034853	CG13550	CG13550	
CG12821	FBan0012821	FBgn0040780	CG12821	CG12821	
CG12822	FBan0012822	FBgn0033229	CG12822	CG12822	
CG14280	FBan0014280	FBgn0038695	CG14280	CG14280	
CG13551	FBan0013551	FBgn0040660	CG13551	CG13551	FBgn0047117
CG13552	FBan0013552	FBgn0034864	CG13552	CG13552	
CG14282	FBan0014282	FBgn0038685	CG14282	CG14282	
CG12824	FBan0012824	FBgn0033222	CG12824	CG12824	
CG12825	FBan0012825	FBgn0033221	CG12825	CG12825	
CG14283	FBan0014283	FBgn0038678	mRpL55	mitochondrial ribosomal protein L55	FBgn0047041
CG12826	FBan0012826	FBgn0033207	CG12826	CG12826	
CG14285	FBan0014285	FBgn0038674	CG14285	CG14285	
CG13556	FBan0013556	FBgn0034868	CG13556	CG13556	
CG13557	FBan0013557	FBgn0034867	CG13557	CG13557	
CG14286	FBan0014286	FBgn0038673	CG14286	CG14286	
CG13558	FBan0013558	FBgn0034869	CG13558	CG13558	
CG13559	FBan0013559	FBgn0034870	CG13559	CG13559	
CG6781	FBan0006781	FBgn0035905	CG6781	CG6781	
CG6782	FBan0031305	FBgn0037912	CG6782	CG6782	FBgn0044763,FBgn0051305
CG6783	FBan0031305	FBgn0037913	CG6783	CG6783	FBgn0025540,FBgn0044763,FBgn0051305,FBgn0064779,FBgn0064804,FBgn0064806,FBgn0064848
CG6784	FBan0006784	FBgn0039074	CG6784	CG6784	
CG6785	FBan0006785	FBgn0032399	CG6785	CG6785	
CG6788	FBan0006788	FBgn0030880	CG6788	CG6788	
CG6789	FBan0006789	FBgn0029745	CG6789	CG6789	
CG12831	FBan0012831	FBgn0033141	CG12831	CG12831	
CG13560	FBan0013560	FBgn0034899	CG13560	CG13560	
CG12832	FBan0012832	FBgn0033138	Tsp42Eq	Tetraspanin 42Eq	
CG14290	FBan0014290	FBgn0038662	CG14290	CG14290	
CG13561	FBan0013561	FBgn0034906	CG13561	CG13561	
CG12833	FBan0012833	FBgn0028642	esn	espinas	FBgn0029086,FBgn0033143
CG14291	FBan0014291	FBgn0038660	CG14291	CG14291	
CG13562	FBan0013562	FBgn0034928	CG13562	CG13562	
CG14292	FBan0014292	FBgn0038658	CG14292	CG14292	
CG13563	FBan0013563	FBgn0034966	CG13563	CG13563	
CG12835	FBan0012835	FBgn0033142	CG12835	CG12835	
CG13564	FBan0013564	FBgn0034973	CG13564	CG13564	
CG13565	FBan0013565	FBgn0034935	CG13565	CG13565	FBgn0062962
CG14294	FBan0014294	FBgn0038656	CG14294	CG14294	FBgn0047343
CG12836	FBan0012836	FBgn0033140	CG12836	CG12836	
CG12837	FBan0012837	FBgn0033139	Tsp42Er	Tetraspanin 42Er	
CG13566	FBan0013566	FBgn0034942	CG13566	CG13566	
CG13567	FBan0013567	FBgn0034963	CG13567	CG13567	
CG14296	FBan0014296	FBgn0038659	endoA	endophilin A	
CG12838	FBan0012838	FBgn0033136	Tsp42Eo	Tetraspanin 42Eo	FBgn0062933
CG13568	FBan0013568	FBgn0034965	CG13568	CG13568	
CG12839	FBan0012839	FBgn0033135	Tsp42En	Tetraspanin 42En	FBgn0064852
CG14297	FBan0014297	FBgn0038655	CG14297	CG14297	
CG13569	FBan0013569	FBgn0034979	CG13569	CG13569	
CG14298	FBan0014298	FBgn0038654	CG14298	CG14298	
CG14299	FBan0014299	FBgn0038651	CG14299	CG14299	
CG6790	FBan0006790	FBgn0037915	CG6790	CG6790	FBgn0044690,FBgn0046013
CG6791	FBan0006791	FBgn0037918	CG6791	CG6791	
CG6792	FBan0006792	FBgn0032401	CG6792	CG6792	
CG6793	FBan0006793	FBgn0036242	CG6793	CG6793	
CG6794	FBan0006794	FBgn0011274	Dif	Dorsal-related immunity factor	
CG6796	FBan0006796	FBgn0034177	CG6796	CG6796	
CG6798	FBan0006798	FBgn0004118	nAcR&bgr;-96A	nicotinic Acetylcholine Receptor beta 96A	
CG12840	FBan0012840	FBgn0033134	Tsp42El	Tetraspanin 42El	FBgn0027716
CG13570	FBan0013570	FBgn0015544	spag	spaghetti	FBgn0021904,FBgn0034984
CG12841	FBan0012841	FBgn0033133	Tsp42Ek	Tetraspanin 42Ek	
CG12842	FBan0012842	FBgn0033131	CG12842	CG12842	
CG12843	FBan0012843	FBgn0033130	Tsp42Ei	Tetraspanin 42Ei	
CG12844	FBan0012844	FBgn0033129	Tsp42Eh	Tetraspanin 42Eh	
CG12845	FBan0012845	FBgn0033127	Tsp42Ef	Tetraspanin 42Ef	
CG13575	FBan0013575	FBgn0034996	CG13575	CG13575	FBgn0046587,FBgn0046588
CG12846	FBan0012846	FBgn0029507	Tsp42Ed	Tetraspanin 42Ed	FBgn0033125
CG12847	FBan0012847	FBgn0033124	Tsp42Ec	Tetraspanin 42Ec	
CG13576	FBan0013576	FBgn0034994	CG13576	CG13576	
CG13577	FBan0013577	FBgn0034998	CG13577	CG13577	
CG12848	FBan0012848	FBgn0040666	CG12848	CG12848	
CG13578	FBan0013578	FBgn0035000	CG13578	CG13578	
CG12849	FBan0012849	FBgn0035068	CG12849	CG12849	
CG13579	FBan0013579	FBgn0035010	CG13579	CG13579	FBgn0046585,FBgn0046586
CG13580	FBan0013580	FBgn0029501	Crtp	Caldesmon-related protein	FBgn0035013
CG12851	FBan0012851	FBgn0035086	CG12851	CG12851	
CG13581	FBan0013581	FBgn0035014	CG13581	CG13581	FBgn0063767
CG12852	FBan0012852	FBgn0039573	CG12852	CG12852	
CG13582	FBan0013582	FBgn0035015	CG13582	CG13582	
CG12853	FBan0012853	FBgn0040747	CG12853	CG12853	FBgn0045180
CG3100	FBan0003100	FBgn0024897	b6	b6	FBgn0025380
CG12854	FBan0012854	FBgn0033965	CG12854	CG12854	
CG12855	FBan0012855	FBgn0033973	CG12855	CG12855	
CG13585	FBan0013585	FBgn0035020	CG13585	CG13585	FBgn0063295
